Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
Stelis Biopharma,2007.0,Bangalore,BioTechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"RouteOne, Mankekar Family Office",195000000.0,Series B,2021
Tilt,2016.0,Bangalore,Bike Rental,A bike-share for Indian campuses,Y Combinator,125000.0,Undisclosed,2021
NeoDove,2020.0,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",India Quotient,15000000.0,Seed,2021
Zaara Biotech,2016.0,Kottayam,BioTechnology,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,TCN International Commerce,10000000.0,Undisclosed,2021
KreditBee,2018.0,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Alpine Capital, PremjiInvest",75000000.0,Seed,2021
True Balance,2014.0,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt,2021
Muvin,2020.0,Bangalore,FinTech,Youth Neobank enabling financial solutions for the teenagers and young people,unidisclosed,1000000.0,Seed,2021
Purplle,2011.0,Mumbai,Beauty products,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Spring Marketing Capital, Verlinvest",45000000.0,Undisclosed,2021
FloBiz,2019.0,Bangalore,Tech Startup,India’s first neobusiness platform,Elevation Capital,10000000.0,Series A,2021
Jeevam Health,2020.0,New Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,Y Combinator,1500000.0,Pre-seed,2021
NewLink Group,2016.0,Beijing,Tech Startup,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,Bain Capital,200000000.0,Undisclosed,2021
OZiva,2016.0,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,"F-Prime Capital, Eight Roads Ventures India",12000000.0,Series B,2021
Blive,2004.0,Panaji,Tourism,B: Live is an electric vehicle tourism startup.,"Mumbai Angels, DNA Entertainment Networks",1000000.0,Pre-series A,2021
Nazara Technologies,2000.0,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Hornbill Capital Advisers, Plutus Wealth Management",30000000.0,Undisclosed,2021
Euler Motors,2018.0,New Delhi,Automotive,Electric Light Commercial Vehicle,"ADB Ventures, Jetty Ventures",2600000.0,Series A,2021
Pixxel,2019.0,Bangalore,SpaceTech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Techstars, Ryan Johnson",7300000.0,Seed,2021
Prescinto,2016.0,Gujarat,Solar,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Seed,2021
MyGlamm,2015.0,Mumbai,Beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Bessemer Venture Partners,20000000.0,Series C,2021
Chirrup,2020.0,Bangalore,Gaming,Video integrated social-gaming platform,"Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000.0,Pre-seed,2021
Policybazaar,2008.0,Gurugram,Insurance,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Falcon Edge Capital, White Oak Global Advisors",75000000.0,Undisclosed,2021
Livve Homes,2017.0,Bangalore,Rental space,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Angel investors,5000000.0,Undisclosed,2021
Juicy Chemistry,2014.0,Coimbatore,HealthCare,Juicy Chemistry operates as an eponymous consumer brand.,Akya Ventures,6300000.0,Series A,2021
Svasti Microfinance,2008.0,Mumbai,FinTech,Svasti works with urban slum dwellers women microentrepreneurs.,"Kayenne Ventures, Nordic Microfinance Initiative",4000000.0,Undisclosed,2021
Nexprt,2020.0,New Delhi,Consulting,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Titan Capital,2000000.0,Undisclosed,2021
Ankur capital,2011.0,Mumbai,FinTech,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,unidisclosed,40000000.0,Undisclosed,2021
Indifi,2015.0,Gurugram,FinTech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Elevar Equity, Accel India",5000000.0,Debt,2021
Say Cheese,2020.0,Mumbai,FemTech,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",unidisclosed,1000000.0,Seed,2021
Indic Inspirations,2019.0,Pune,Cultural,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Marquee investors,300000.0,Undisclosed,2021
Bimaplan,2020.0,Mumbai,FinTech,Affordable insurance for the next billion Indians,"Titan Capital, Y Combinator",500000.0,Seed,2021
YAP,2014.0,Chennai,FinTech,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Jitendra Gupta, Better Capital",10000000.0,Series B,2021
Leap Finance,2019.0,Bangalore,FinTech,Leap Finance is a fintech startup for Indian students pursuing international higher education,Jungle Ventures,17000000.0,Series B,2021
BlackSoil NBFC,2010.0,Mumbai,FinTech,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,unidisclosed,3000000.0,Undisclosed,2021
OYO,2012.0,Gurugram,Hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Hindustan Media Venture,200000000.0,Undisclosed,2021
Max Healthcare,2000.0,New Delhi,HealthCare,Max Healthcare is one of the leading chain of hospitals in India.,"Radiant Life Care Private Ltd, Life Healthcare",140000000.0,Undisclosed,2021
4baseCare,2018.0,Bangalore,HealthTech,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Mount Judi Ventures, growX Ventures, Season Two Ventures",2000000.0,Pre-series A,2021
Ezstays,2019.0,New Delhi,EdTech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.",Richard Rekhy,400000.0,Seed,2021
Stylework,2017.0,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Inflection Point Ventures,500000.0,Pre-series A,2021
Kinara Capital,2011.0,Bangalore,FinTech,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,"GAWA Capital, Gaja Capital",6000000.0,Undisclosed,2021
Riskcovry,2018.0,Bangalore,Insuretech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Better Capital, Bharat Inclusion Seed Fund",5000000.0,Series A,2021
NODWIN,2012.0,Gurugram,Gaming,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,Krafton,20000000.0,Undisclosed,2021
Quizizz,2015.0,Bangalore,EdTech,Quizizz is a Education based startup,"Eight Roads Ventures India, Nexus Venture Partners",12500000.0,Series A,2021
Ecom Express,2012.0,New Delhi,E-commerce,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,"CDC Group, Partners Group",20000000.0,Undisclosed,2021
Turtlemint,2015.0,Mumbai,Insuretech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,Jungle Ventures,45000000.0,Series D,2021
Captain Fresh,2019.0,Bangalore,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,"Matrix Partners India, Ankur Capital",3000000.0,Seed,2021
Northern Arc,2008.0,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"U.S. International Development Finance Corp, Asian Development Bank",10000000.0,Debt,2021
Qoohoo,2020.0,Bangalore,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,Angel investors,800000.0,Seed,2021
IGL,2016.0,Mumbai,Gaming,Indian Gaming League is the premier eSports platform in India.,"Hungama, Hindustan Talkies",500000.0,Undisclosed,2021
AMPM,2018.0,Gurugram,E-commerce,24*7 convenience store,Agility Venture Partners,200000.0,Undisclosed,2021
The ePlane,2016.0,Chennai,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Speciale Invest, Farid Ahsan",1000000.0,Seed,2021
Cashify,2009.0,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Bessemer Venture Partners, CDH Investments",15000000.0,Undisclosed,2021
Questt,2020.0,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Chiratae Ventures, AET Fund",1000000.0,Seed,2021
DealShare,2018.0,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Omidyar Network, Falcon Edge Capital",3000000.0,Debt,2021
Euler Motors,2018.0,New Delhi,Automotive,Electric Light Commercial Vehicle,"Jetty Ventures, Srinivas Anumolu",4000000.0,Series A,2021
Blume Ventures,2011.0,Mumbai,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,Avendus,40000000.0,Undisclosed,2021
KoineArth,2018.0,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",YourNest,1800000.0,Pre-series A,2021
ImaginXP,2013.0,Pune,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Venture Catalysts,1500000.0,Undisclosed,2021
Apna.co,2019.0,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,"Sequoia Capital India, Rocketship.vc",12500000.0,Undisclosed,2021
ideaForge,2007.0,Mumbai,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Infosys, Qualcomm Ventures",2000000.0,Undisclosed,2021
Clairco,2018.0,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,"Real Estate Accelerator Program (REAP), AngelList",500000.0,Undisclosed,2021
Northern Arc,2008.0,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"Asian Development Bank, U.S. International Development Finance Corp",50000000.0,Debt,2021
Lenskart,2010.0,"Faridabad, Haryana",Fashion,Lenskart is an India-based online shopping portal for eyewear.,"Kohlberg Kravis Roberts, Temasek Holdings",95000000.0,Undisclosed,2021
Virohan,2018.0,Gurugram,EdTech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Rebright Partners, Wadhwani Foundation",3000000.0,Series A,2021
BankSathi,2019.0,New Delhi,FinTech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.","Dinesh Godara, Aditya Talwar",200000.0,Seed,2021
BlissClub,2020.0,Bangalore,Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Elevation Capital,2000000.0,Seed,2021
BricSpaces,2018.0,Bangalore,Real Estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Angel investors,350000.0,Pre-seed,2021
ANSR,2008.0,Bangalore,Consulting,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.","Sistema Asia Capital, Evolvence India Fund",15000000.0,Series B,2021
Reccy Adventures,2019.0,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,"Kallol Banerjee, Jaydeep Barman",400000.0,Seed,2021
Magenta EV,2017.0,Mumbai,Renewable Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,"JITO Angel Network, LetsVenture",15000000.0,Series A,2021
Karbon Card,2019.0,Bangalore,FinTech,Karbon Card is a financial platform for Indian entrepreneurs.,"MyAsia VC, Orios Venture Partners",1000000.0,Pre-series A,2021
Wysa,2015.0,Bangalore,AI company,Wysa is an AI conversational agent that has been shown to help improve mental health,"W Health Ventures, Pi Ventures",5000000.0,Series A,2021
Agnikul,2017.0,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Artha India Ventures, Sriram Krishnan",11000000.0,Series A,2021
Glamplus,2020.0,Bangalore,SaaS startup,India's #1 SaaS based Salon experience Software,Inflection Point Ventures,200000.0,Pre-series A,2021
Tekie,2017.0,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","GSV, Multiply Ventures",1500000.0,Seed,2021
Asirvad Microfinance,2007.0,Chennai,FinTech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,"WorldBusiness Capital, Northern Arc",15000000.0,Undisclosed,2021
Betterhalf.ai,2016.0,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Y Combinator, Rehan A Khan",3000000.0,Pre-series A,2021
Koo,2020.0,Bangalore,Social Media,Koo App operates as a microblogging app.,"Balaji Srinivasan, Naval Ravikant",30000000.0,Series B,2021
Mentoria,2015.0,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-series A,2021
